Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,PM 2.5
586,01-08-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,12,107,NA
586,06-08-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,11,98,NA
586,08-08-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,108,NA
586,13-08-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,120,NA
586,15-08-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,13,93,NA
586,20-08-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,11,88,NA
586,22-08-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,12,94,NA
586,27-08-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",4,12,89,NA
586,03-09-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,11,112,NA
586,08-09-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,15,124,NA
586,12-09-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,12,127,NA
586,15-09-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,138,NA
586,18-09-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,128,NA
586,21-09-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,130,NA
586,24-09-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,133,NA
586,29-09-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,132,NA
586,02-10-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,12,134,NA
586,05-10-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,12,134,NA
586,09-10-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,15,134,NA
586,13-10-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,124,NA
586,17-10-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,15,127,NA
586,21-10-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,15,145,NA
586,24-10-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,127,NA
586,27-10-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,16,130,NA
586,30-10-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,126,NA
586,02-11-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,15,161,NA
586,05-11-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,134,NA
586,11-11-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",14,17,140,NA
586,13-11-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,21,128,NA
586,17-11-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,21,108,NA
586,20-11-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,25,122,NA
586,23-11-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,23,131,NA
586,30-11-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,20,131,NA
586,03-12-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,21,128,NA
586,08-12-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,23,129,NA
586,11-12-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",10,22,124,NA
586,14-12-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",10,25,129,NA
586,17-12-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",10,25,128,NA
586,22-12-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,21,128,NA
586,25-12-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,23,130,NA
586,29-12-15,Assam,Margherita,"Coal India Office Complex, Margherita,Tinsukia,Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,21,126,NA
587,05-01-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,14,67,NA
587,08-01-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,14,66,NA
587,12-01-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,15,63,NA
587,17-01-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,13,66,NA
587,20-01-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,14,66,NA
587,22-01-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,67,NA
587,27-01-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,15,60,NA
587,30-01-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",4,10,62,NA
587,04-02-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,122,NA
587,07-02-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,14,133,NA
587,10-02-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,123,NA
587,13-02-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,15,115,NA
587,16-02-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,92,NA
587,21-02-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,90,NA
587,24-02-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,15,102,NA
587,27-02-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,62,NA
587,04-03-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,166,NA
587,07-03-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,15,143,NA
587,09-03-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,16,169,NA
587,12-03-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,16,156,NA
587,18-03-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,12,191,NA
587,21-03-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,16,197,NA
587,23-03-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,16,195,NA
587,26-03-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,15,184,NA
587,01-04-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,14,85,NA
587,04-04-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,15,53,NA
587,06-04-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,14,57,NA
587,09-04-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,14,67,NA
587,21-04-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,12,81,NA
587,24-04-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,14,71,NA
587,27-04-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,14,68,NA
587,30-04-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,90,NA
587,06-05-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,15,58,NA
587,08-05-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,56,NA
587,11-05-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,14,59,NA
587,14-05-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,47,NA
587,19-05-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,15,60,NA
587,22-05-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,15,50,NA
587,25-05-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,49,NA
587,30-05-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,11,51,NA
587,02-06-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,46,NA
587,05-06-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,12,45,NA
587,08-06-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,12,48,NA
587,10-06-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,14,56,NA
587,16-06-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,10,46,NA
587,19-06-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,13,50,NA
587,22-06-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,52,NA
587,25-06-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,57,NA
587,01-07-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,13,63,NA
587,04-07-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,13,71,NA
587,06-07-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,13,68,NA
587,09-07-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,13,66,NA
587,14-07-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,12,69,NA
587,17-07-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,12,74,NA
587,21-07-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,10,62,NA
587,24-07-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,11,55,NA
587,03-08-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",5,11,48,NA
587,06-08-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,11,55,NA
587,10-08-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,63,NA
587,13-08-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,11,44,NA
587,18-08-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,12,52,NA
587,21-08-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,12,55,NA
587,24-08-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,13,61,NA
587,27-08-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,13,63,NA
587,01-09-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,13,59,NA
587,04-09-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,64,NA
587,07-09-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,12,59,NA
587,10-09-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,61,NA
587,16-09-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,66,NA
587,19-09-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,67,NA
587,21-09-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,67,NA
587,24-09-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,12,64,NA
587,01-10-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,14,63,NA
587,03-10-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,62,NA
587,05-10-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,65,NA
587,08-10-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,60,NA
587,13-10-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,63,NA
587,16-10-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,14,63,NA
587,20-10-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,67,NA
587,23-10-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,15,69,NA
587,02-11-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,68,NA
587,05-11-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,13,71,NA
587,11-11-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",10,19,79,NA
587,13-11-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,74,NA
587,18-11-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,73,NA
587,21-11-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,16,74,NA
587,23-11-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,15,73,NA
587,26-11-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,13,72,NA
587,01-12-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,19,60,NA
587,04-12-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,78,NA
587,08-12-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,19,107,NA
587,11-12-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,19,110,NA
587,16-12-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",10,31,114,NA
587,19-12-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,21,117,NA
587,21-12-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",11,30,118,NA
587,24-12-15,Assam,Lakhimpur,"Bazar Patti, North Lakhimpur Town,Lakhimpur, Assam",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,21,118,NA
594,02-01-15,Assam,Tinsukia,"Digboi Carbon Factory Campus, Borguri, Tinsukia",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,14,67,NA
594,10-01-15,Assam,Tinsukia,"Digboi Carbon Factory Campus, Borguri, Tinsukia",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,12,61,NA
594,15-01-15,Assam,Tinsukia,"Digboi Carbon Factory Campus, Borguri, Tinsukia",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,12,60,NA
594,17-01-15,Assam,Tinsukia,"Digboi Carbon Factory Campus, Borguri, Tinsukia",Assam State Pollution Control Board,"Residential, Rural and other Areas",6,12,61,NA
594,22-01-15,Assam,Tinsukia,"Digboi Carbon Factory Campus, Borguri, Tinsukia",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,66,NA
594,24-01-15,Assam,Tinsukia,"Digboi Carbon Factory Campus, Borguri, Tinsukia",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,52,NA
594,29-01-15,Assam,Tinsukia,"Digboi Carbon Factory Campus, Borguri, Tinsukia",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,12,64,NA
594,31-01-15,Assam,Tinsukia,"Digboi Carbon Factory Campus, Borguri, Tinsukia",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,13,64,NA
594,03-02-15,Assam,Tinsukia,"Digboi Carbon Factory Campus, Borguri, Tinsukia",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,65,NA
594,11-02-15,Assam,Tinsukia,"Digboi Carbon Factory Campus, Borguri, Tinsukia",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,13,77,NA
594,13-02-15,Assam,Tinsukia,"Digboi Carbon Factory Campus, Borguri, Tinsukia",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,17,122,NA
594,19-02-15,Assam,Tinsukia,"Digboi Carbon Factory Campus, Borguri, Tinsukia",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,15,113,NA
594,21-02-15,Assam,Tinsukia,"Digboi Carbon Factory Campus, Borguri, Tinsukia",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,16,121,NA
594,25-02-15,Assam,Tinsukia,"Digboi Carbon Factory Campus, Borguri, Tinsukia",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,16,87,NA
594,27-02-15,Assam,Tinsukia,"Digboi Carbon Factory Campus, Borguri, Tinsukia",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,16,82,NA
594,04-03-15,Assam,Tinsukia,"Digboi Carbon Factory Campus, Borguri, Tinsukia",Assam State Pollution Control Board,"Residential, Rural and other Areas",7,14,117,NA
594,12-03-15,Assam,Tinsukia,"Digboi Carbon Factory Campus, Borguri, Tinsukia",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,14,129,NA
594,14-03-15,Assam,Tinsukia,"Digboi Carbon Factory Campus, Borguri, Tinsukia",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,16,152,NA
594,19-03-15,Assam,Tinsukia,"Digboi Carbon Factory Campus, Borguri, Tinsukia",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,15,202,NA
594,21-03-15,Assam,Tinsukia,"Digboi Carbon Factory Campus, Borguri, Tinsukia",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,15,199,NA
594,26-03-15,Assam,Tinsukia,"Digboi Carbon Factory Campus, Borguri, Tinsukia",Assam State Pollution Control Board,"Residential, Rural and other Areas",10,15,209,NA
594,28-03-15,Assam,Tinsukia,"Digboi Carbon Factory Campus, Borguri, Tinsukia",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,15,154,NA
594,09-04-15,Assam,Tinsukia,"Digboi Carbon Factory Campus, Borguri, Tinsukia",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,15,128,NA
594,11-04-15,Assam,Tinsukia,"Digboi Carbon Factory Campus, Borguri, Tinsukia",Assam State Pollution Control Board,"Residential, Rural and other Areas",9,17,158,NA
594,13-04-15,Assam,Tinsukia,"Digboi Carbon Factory Campus, Borguri, Tinsukia",Assam State Pollution Control Board,"Residential, Rural and other Areas",8,17,183,NA
594,16-04-15,Assam,Tinsukia,"Digboi Carbon Factory Campus, Borguri, Tinsukia",Assam State Pollution Control Board,"Residential, Rural and other Areas",10,19,191,NA
